document_id,document_name,document_source_url,document_content_type,document_md5_sum,translated,has_valid_text,author,geography_iso,types,date,author_is_party,collection_id,family_id,family_name,family_slug,role,variant,status,num_text_blocks,num_pages
UNFCCC.party.589.0,Guyana First NDC,https://unfccc.int/sites/default/files/NDC/2022-06/Guyana%27s%20revised%20NDC%20-%20Final.pdf,application/pdf,b28e637a9218a83451cdc7c4da287176,False,True,['Guyana'],GUY,['Nationally Determined Contribution'],2016-05-20,True,,UNFCCC.family.589.0,Guyana First NDC,guyana-first-ndc_5955,,,,115,13
UNFCCC.non-party.1328.0,Technical analysis of the first biennial update report of Cambodia submitted on 14 August 2020. Summary report by the team of technical experts,https://unfccc.int/sites/default/files/resource/tasr2020_KHM.pdf,application/pdf,4e6f0eec934e75d5b6dddd51d38755f0,False,True,['UNFCCC Secretariat'],nan,['Technical Analysis Summary Report'],2021-07-29,False,,UNFCCC.family.1328.0,Technical analysis of the first biennial update report of Cambodia submitted on 14 August 2020. Summary report by the team of technical experts,technical-analysis-of-the-first-biennial-update-report-of-cambodia-submitted-on-14-august-2020-summary-report-by-the-team-of-technical-experts_8df6,,,,227,27
UNFCCC.party.1435.0,The government of Japan Submission to the Technical Dialogue of the First Global Stocktake,https://unfccc.int/sites/default/files/resource/202208121428---Japan_Global%20Stocktake_Submission_220810.pdf,application/pdf,6689b5dd5b31af0446c9a3d0b0b23edc,False,True,['Japan'],JPN,['Submission to the Global Stocktake'],2022-08-15,True,,UNFCCC.family.1435.0,The government of Japan Submission to the Technical Dialogue of the First Global Stocktake,the-government-of-japan-submission-to-the-technical-dialogue-of-the-first-global-stocktake_9efe,,,,186,12
UNFCCC.party.1535.0,United States of America. 2021 National Inventory Report (NIR),https://unfccc.int/sites/default/files/resource/usa-2021-nir-15apr21.zip,,,False,False,['United States of America'],USA,['National Inventory Report'],2021-04-15,True,,UNFCCC.family.1535.0,United States of America. 2021 National Inventory Report (NIR),united-states-of-america-2021-national-inventory-report-nir_3ad3,,,,0,0
UNFCCC.party.956.0,NIS to BUR3. Republic of Moldova.,https://unfccc.int/sites/default/files/resource/NIS_Report_2021_EN_211211-web.pdf,application/pdf,0918cc76405ed5ba820a5c8d0cab3f5b,False,True,['Moldova'],MDA,['National Inventory Report'],2021-12-21,True,,UNFCCC.family.956.0,NIS to BUR3. Republic of Moldova.,nis-to-bur3-republic-of-moldova_ba7e,,,,1236,276
UNFCCC.non-party.191.0,CAD2.0 Technical Dialogue inputs for the GST: University of North Carolina - Chapel Hill Research,https://unfccc.int/sites/default/files/resource/202202272101---CAD2.0%20Technical%20Dialogue%20Inputs.pdf,application/pdf,25a1e936e611a092c15ed7bbb7f4e239,False,True,['CAD2'],nan,['Submission to the Global Stocktake'],2022-04-13,False,,UNFCCC.family.191.0,CAD2.0 Technical Dialogue inputs for the GST: University of North Carolina - Chapel Hill Research,cad2-0-technical-dialogue-inputs-for-the-gst-university-of-north-carolina-chapel-hill-research_7c19,,,,44,5
UNFCCC.non-party.477.0,Facilitative sharing of views record - BUR3 Brazil,https://unfccc.int/sites/default/files/resource/FSVR3_BRA.pdf,application/pdf,221a8820b0e5d372229e7d320c14dd95,False,True,['UNFCCC Secretariat'],nan,['Facilitative Sharing of Views Report'],2021-04-09,False,,UNFCCC.family.477.0,Facilitative sharing of views record - BUR3 Brazil,facilitative-sharing-of-views-record-bur3-brazil_6b10,,,,33,3
UNFCCC.non-party.54.0,"AR6 Synthesis Report: Annex II: Acronyms, Chemical Symbols and Scientific Units",https://www.ipcc.ch/report/ar6/syr/downloads/report/IPCC_AR6_SYR_Annex-II.pdf,application/pdf,c12df64b0b0cc4b8568b9a8ca66cd526,False,True,['IPCC'],nan,['IPCC Report'],2023-03-01,False,,UNFCCC.family.53.0,AR6 Synthesis Report,ar6-synthesis-report_25b0,,,,17,3
UNFCCC.non-party.1355.0,Technical analysis of the fourth biennial update report of Argentina submitted on 31 December 2021. Summary report by the team of technical experts,https://unfccc.int/sites/default/files/resource/tasr2022_ARG.pdf,application/pdf,14ff85d53ce1c5a1b2611fc32891c20b,False,True,['UNFCCC Secretariat'],nan,['Technical Analysis Summary Report'],2023-01-17,False,,UNFCCC.family.1355.0,Technical analysis of the fourth biennial update report of Argentina submitted on 31 December 2021. Summary report by the team of technical experts,technical-analysis-of-the-fourth-biennial-update-report-of-argentina-submitted-on-31-december-2021-summary-report-by-the-team-of-technical-experts_41d3,,,,205,31
UNFCCC.non-party.1404.0,Technical analysis of the third biennial update report of Uruguay submitted on 31 December 2019. Summary report by the team of technical experts,https://unfccc.int/sites/default/files/resource/tasr2020_URY.pdf,application/pdf,a9c66ab3f9ff5d4c4e87a6d4b1dc3855,False,True,['UNFCCC Secretariat'],nan,['Technical Analysis Summary Report'],2021-06-17,False,,UNFCCC.family.1404.0,Technical analysis of the third biennial update report of Uruguay submitted on 31 December 2019. Summary report by the team of technical experts,technical-analysis-of-the-third-biennial-update-report-of-uruguay-submitted-on-31-december-2019-summary-report-by-the-team-of-technical-experts_beb0,,,,190,22
UNFCCC.party.743.0,Liberia. Biennial update report (BUR). BUR 1.,https://unfccc.int/sites/default/files/resource/BUR1.pdf,application/pdf,8726d53f2299854c65cf95cc520dc098,False,True,['Liberia'],LBR,['Biennial Update Report'],2021-04-06,True,,UNFCCC.family.743.0,Liberia. Biennial update report (BUR). BUR 1.,liberia-biennial-update-report-bur-bur-1_9c03,,,,775,123
UNFCCC.party.1319.0,Tajikistan. National Communication (NC). NC 4.,https://unfccc.int/sites/default/files/resource/4NC_TJK_eng_0.pdf,application/pdf,5b50eeded700a002543d23eb8d779e7f,False,True,['Tajikistan'],TJK,['National Communication'],2022-09-16,True,,UNFCCC.family.1318.0,Tajikistan. National Communication (NC). NC 4.,tajikistan-national-communication-nc-nc-4_fdff,,,,1378,239
UNFCCC.non-party.1255.0,Submission for the first input phase of the global stocktake: International Network for Sustainable Energy,https://unfccc.int/sites/default/files/resource/202202281907---GST-INFORSE-Submission-2022-1.pdf,application/pdf,e32cdbd28ca41f43da37e743786c0624,False,True,['International Network for Sustainable Energy (INFORSE)'],nan,['Submission to the Global Stocktake'],2022-04-01,False,,UNFCCC.family.1255.0,Submission for the first input phase of the global stocktake: International Network for Sustainable Energy,submission-for-the-first-input-phase-of-the-global-stocktake-international-network-for-sustainable-energy_b9d9,,,,43,6
UNFCCC.party.1219.0,State of Palestine. National Communication (NC). NC 1.,https://unfccc.int/sites/default/files/resource/Initial%20National%20Communication%20Report_%20State%20of%20Palestine.pdf,application/pdf,287ff47610da279b28eaba114709b317,False,True,['Palestine'],PSE,['National Adaptation Plan'],2016-11-11,True,,UNFCCC.family.1218.0,State of Palestine. National Communication (NC). NC 1.,state-of-palestine-national-communication-nc-nc-1_1426,,,,2078,184
UNFCCC.party.1548.0,Updated NDC Serbia,https://unfccc.int/sites/default/files/NDC/2022-08/NDC%20Final_Serbia%20english.pdf,application/pdf,931fe6110c8f6542869830b6bb044c7d,False,True,['Serbia'],SRB,['Nationally Determined Contribution'],2022-08-24,True,,UNFCCC.family.1547.0,Updated NDC Serbia,updated-ndc-serbia_3052,,,,87,13
UNFCCC.party.112.0,Barbados First NDC (Updated submission),https://unfccc.int/sites/default/files/NDC/2022-06/2021%20Barbados%20NDC%20update%20-%2021%20July%202021.pdf,application/pdf,e530c3f9e4fc1089c9015c14be948fcb,False,True,['Barbados'],BRB,['Nationally Determined Contribution'],2021-07-30,True,,UNFCCC.family.112.0,Barbados First NDC (Updated submission),barbados-first-ndc-updated-submission_9595,,,,303,37
UNFCCC.party.720.0,Kyrgyzstan. National Communication (NC). NC 3.,https://unfccc.int/sites/default/files/resource/NC3_Kyrgyzstan_English_24Jan2017_0.pdf,application/pdf,f0123d4399fb4e0d1af81e4216b9874a,False,True,['Kyrgyzstan'],KGZ,['National Communication'],2017-01-24,True,,UNFCCC.family.719.0,Kyrgyzstan. National Communication (NC). NC 3.,kyrgyzstan-national-communication-nc-nc-3_d139,,,,1936,265
UNFCCC.non-party.1181.0,Annex III: Contributors to the IPCC Special Report on Climate Change and Land,https://www.ipcc.ch/site/assets/uploads/sites/4/2022/11/SRCCL_Annex-III-Contributors.pdf,application/pdf,29ee63a1d048b8e7dd488877f146127d,False,True,['IPCC'],nan,['IPCC Report'],2019-08-01,False,,UNFCCC.family.1179.0,Special Report on Climate Change and Land,special-report-on-climate-change-and-land_70d5,,,,180,8
UNFCCC.non-party.37.0,Annual compilation and accounting report for Annex B Parties under the Kyoto Protocol for 2020. Note by the secretariat,https://unfccc.int/sites/default/files/resource/cmp2020_05R.pdf,application/pdf,4e6a1b928ca5c82b21a5042e2b2b0374,True,True,['UNFCCC Secretariat'],nan,"['Pre-Session Document', 'Annual Compilation and Accounting Report']",2020-11-13,False,,UNFCCC.family.35.0,Annual compilation and accounting report for Annex B Parties under the Kyoto Protocol for 2020. Note by the secretariat,annual-compilation-and-accounting-report-for-annex-b-parties-under-the-kyoto-protocol-for-2020-note-by-the-secretariat_86f1,,,,110,18
UNFCCC.party.597.0,Honduras. Biennial update report (BUR). BUR1 - Technical Annex i,https://unfccc.int/sites/default/files/resource/AT%20REDD%2B%20%28FINAL%29%20%281%29.pdf,application/pdf,2ad716a6ad5da14b0a1a38020167d470,True,True,['Honduras'],HND,['Biennial Update Report'],2020-11-20,True,,UNFCCC.family.597.0,Honduras. Biennial update report (BUR). BUR1.,honduras-biennial-update-report-bur-bur1_f365,,,,0,0
UNFCCC.non-party.1336.0,Technical analysis of the first biennial update report of Lesotho submitted on 9 November 2021. Summary report by the team of technical experts,https://unfccc.int/sites/default/files/resource/tasr1_2022_LSO.pdf,application/pdf,d6c614d4ca70544d2d53e28ac53e9856,False,True,['UNFCCC Secretariat'],nan,['Technical Analysis Summary Report'],2023-01-11,False,,UNFCCC.family.1336.0,Technical analysis of the first biennial update report of Lesotho submitted on 9 November 2021. Summary report by the team of technical experts,technical-analysis-of-the-first-biennial-update-report-of-lesotho-submitted-on-9-november-2021-summary-report-by-the-team-of-technical-experts_0092,,,,162,19
UNFCCC.party.171.0,Bulgaria. 2022 National Inventory Report (NIR),https://unfccc.int/sites/default/files/resource/bgr-2022-nir-15apr22.zip,,,True,False,['Bulgaria'],BGR,['National Inventory Report'],2022-04-15,True,,UNFCCC.family.171.0,Bulgaria. 2022 National Inventory Report (NIR),bulgaria-2022-national-inventory-report-nir_069c,,,,0,0
UNFCCC.party.497.0,Fiji First NDC (Archived),https://unfccc.int/sites/default/files/NDC/2022-06/FIJI_iNDC_Final_051115.pdf,application/pdf,3e217196941b46bbdae7ecf0c6cd0571,False,True,['Fiji'],FJI,['Nationally Determined Contribution'],2016-04-22,True,,UNFCCC.family.497.0,Fiji First NDC (Archived),fiji-first-ndc-archived_521a,,,,40,10
UNFCCC.non-party.1236.0,Submission by ICOMOS on behalf of the Climate Heritage Network,https://unfccc.int/sites/default/files/resource/202206052021---GST%20Submission%20of%20Climate%20Heritage%20Network%20CHN.pdf,application/pdf,7869cb164830e28fd8ef4e363e0ad72a,False,True,['Climate Heritage Network'],nan,['Submission to the Global Stocktake'],2022-06-21,False,,UNFCCC.family.1236.0,Submission by ICOMOS on behalf of the Climate Heritage Network,submission-by-icomos-on-behalf-of-the-climate-heritage-network_0f8c,,,,59,5
UNFCCC.party.935.0,New Zealand’s Fast-Start Finance: 2011 Progress Report,http://unfccc.int/files/adaptation/application/pdf/nz_fsf_progress_report_2011_formatted.pdf,application/pdf,837a96831305a239b68bb9f8dbd1a194,False,True,['New Zealand'],NZL,['Fast-Start Finance Report'],2011-06-30,True,,UNFCCC.family.935.0,New Zealand’s Fast-Start Finance: 2011 Progress Report,new-zealands-fast-start-finance-2011-progress-report_92d5,,,,49,4
UNFCCC.party.835.0,Monaco First NDC (Updated submission),https://unfccc.int/sites/default/files/NDC/2022-06/Monaco_NDC_2020.pdf,application/pdf,8a75362a1ce88fdfb1b36fa8ab63292e,True,True,['Monaco'],MCO,['Nationally Determined Contribution'],2020-12-28,True,,UNFCCC.family.835.0,Monaco First NDC (Updated submission),monaco-first-ndc-updated-submission_92e5,,,,328,36
UNFCCC.party.1307.0,Switzerland. National Communication (NC). NC 8. Biennial Reports (BR). BR 5.,https://unfccc.int/sites/default/files/resource/CHE-NC8-BR5-2022.zip,,,True,False,['Switzerland'],CHE,"['Biennial Report', 'National Communication']",2022-09-19,True,,UNFCCC.family.1307.0,Switzerland. National Communication (NC). NC 8. Biennial Reports (BR). BR 5.,switzerland-national-communication-nc-nc-8-biennial-reports-br-br-5_1995,,,,0,0
UNFCCC.party.1456.0,"Tile Til Eo - 2050 Climate Strategy ""Lighting the way"" - Press release",https://unfccc.int/sites/default/files/resource/180924%20RMI%20press%20release%202050%20Strategy%20FINAL.pdf,application/pdf,2884ebbd4119e81b6d32d5b601a9bfcc,False,True,['Marshall Islands'],MHL,['Long-Term Low-Emission Development Strategy'],2018-09-25,True,,UNFCCC.family.1456.0,"Tile Til Eo - 2050 Climate Strategy ""Lighting the way"" - Press release",tile-til-eo-2050-climate-strategy-lighting-the-way-press-release_d5d5,,,,15,1
UNFCCC.party.1556.0,Uruguay. Biennial update report (BUR). BUR 4.,https://unfccc.int/sites/default/files/resource/20211231%20URUGUAY%20BUR4%20ESP.pdf,application/pdf,7e8f9d98826fe02e4be412af771c913e,True,True,['Uruguay'],URY,['Biennial Update Report'],2022-01-04,True,,UNFCCC.family.1556.0,Uruguay. Biennial update report (BUR). BUR 4.,uruguay-biennial-update-report-bur-bur-4_0fce,,,,2283,246
UNFCCC.party.948.0,NDC update cover letter,https://unfccc.int/sites/default/files/NDC/2022-06/NDC-Cover%20Letter%20for%20the%20Subnission%20of%20Nigeria%27s%202021%20NDC.pdf,application/pdf,f6b9bc738f3b9ea3e69e0ccbbe332ddd,False,True,['Nigeria'],NGA,['Nationally Determined Contribution'],2021-07-30,True,,UNFCCC.family.948.0,Nigeria First NDC (Updated submission),nigeria-first-ndc-updated-submission_9422,,,,1,1
UNFCCC.party.848.0,Montenegro. Biennial update report (BUR). BUR 3.,https://unfccc.int/sites/default/files/resource/BUR3_Montenegro%20-%2024.%20Jan%20-%20FINAL.pdf,application/pdf,2a7a7dc10bc92864067abfd2505aa4be,False,True,['Montenegro'],MNE,['Biennial Update Report'],2022-02-10,True,,UNFCCC.family.848.0,Montenegro. Biennial update report (BUR). BUR 3.,montenegro-biennial-update-report-bur-bur-3_bdba,,,,753,143
UNFCCC.non-party.338.0,Constituted Body GST synthesis report: WIM ExCom Synthesis report for the technical assessment component of the first GST,https://unfccc.int/sites/default/files/resource/ExCom_SR_GST_cleared.pdf,application/pdf,d33955cea1916081763b0f381a1cff87,False,True,['UNFCCC Secretariat'],nan,['Synthesis Report'],2022-05-05,False,,UNFCCC.family.338.0,Constituted Body GST synthesis report: WIM ExCom Synthesis report for the technical assessment component of the first GST,constituted-body-gst-synthesis-report-wim-excom-synthesis-report-for-the-technical-assessment-component-of-the-first-gst_da63,,,,376,39
UNFCCC.non-party.469.0,Facilitative sharing of views record - BUR2 Ghana,https://unfccc.int/sites/default/files/resource/FSVR%202_GHA_v5.pdf,application/pdf,c42ec8b05b5936bfef7101ba997878a9,False,True,['UNFCCC Secretariat'],nan,['Facilitative Sharing of Views Report'],2020-03-03,False,,UNFCCC.family.469.0,Facilitative sharing of views record - BUR2 Ghana,facilitative-sharing-of-views-record-bur2-ghana_5c1f,,,,36,3
UNFCCC.non-party.249.0,Climate Action Network's Submission for the First Input Phase of the Global Stocktake,https://unfccc.int/sites/default/files/resource/202208052058---CAN%20Submission_GlobalStocktake-August-2022.pdf,application/pdf,c802fc91aec27f376caa579638b83fa7,False,True,['Climate Action Network International (CAN)'],nan,['Submission to the Global Stocktake'],2022-08-08,False,,UNFCCC.family.249.0,Climate Action Network's Submission for the First Input Phase of the Global Stocktake,climate-action-network-s-submission-for-the-first-input-phase-of-the-global-stocktake_577e,,,,259,33
UNFCCC.party.939.0,ACTUALIZACIÓN DE CONTRIBUCIONES,https://unfccc.int/sites/default/files/NDC/2022-06/ACTUALIZACI%C3%93N%20DE%20CONTRIBUCIONES.pdf,application/pdf,cc684f6f1dcc987abe415dd24d1fa452,True,True,['Nicaragua'],NIC,['Nationally Determined Contribution'],2020-12-24,True,,UNFCCC.family.939.0,Nicaragua First NDC (Updated submission),nicaragua-first-ndc-updated-submission_09b3,,,,10,1
UNFCCC.party.1527.0,United Kingdom. National Communication (NC). NC 8. Biennial Reports (BR). BR 5.,https://unfccc.int/sites/default/files/resource/UKs%208th%20National%20Communication%20and%205th%20BR.pdf,application/pdf,288d5f885869447df3e9910829b567a3,False,True,['United Kingdom'],GBR,"['Biennial Report', 'National Communication']",2022-12-22,True,,UNFCCC.family.1527.0,United Kingdom. National Communication (NC). NC 8. Biennial Reports (BR). BR 5.,united-kingdom-national-communication-nc-nc-8-biennial-reports-br-br-5_b4d7,,,,5139,754
UNFCCC.party.1276.0,Sudan. National Communication (NC). NC 2.,https://unfccc.int/sites/default/files/resource/Sudan-2NC-Final.pdf,application/pdf,589641cec1f3bff4e78d4906b6fdf780,False,True,['Sudan'],SDN,['National Communication'],2013-11-14,True,,UNFCCC.family.1276.0,Sudan. National Communication (NC). NC 2.,sudan-national-communication-nc-nc-2_abee,,,,1026,104
UNFCCC.party.844.0,Mongolia. National Communication (NC). NC 3.,https://unfccc.int/sites/default/files/resource/06593841_Mongolia-NC3-2-Mongolia%20TNC%202018%20pr.pdf,application/pdf,6e75bcbcd324683f1493add08c1df23b,False,True,['Mongolia'],MNG,['National Communication'],2018-12-01,True,,UNFCCC.family.844.0,Mongolia. National Communication (NC). NC 3.,mongolia-national-communication-nc-nc-3_7a06,,,,3288,420
UNFCCC.non-party.465.0,Facilitative sharing of views record - BUR2 Azerbaijan,https://unfccc.int/sites/default/files/resource/FSVR2_AZE.pdf,application/pdf,51515cc1e936fa3310aa0ea9c5724c0b,False,True,['UNFCCC Secretariat'],nan,['Facilitative Sharing of Views Report'],2021-04-08,False,,UNFCCC.family.465.0,Facilitative sharing of views record - BUR2 Azerbaijan,facilitative-sharing-of-views-record-bur2-azerbaijan_0e0d,,,,33,3
UNFCCC.non-party.334.0,Constituted Body GST Synthesis Report: LEG synthesis report for the technical assessment component of the first global stocktake,https://unfccc.int/sites/default/files/resource/LEG_SR_GST.pdf,application/pdf,7a4749c76239c7bd2b730230f7abf4a9,False,True,['UNFCCC Least Developed Countries Expert Group'],nan,['Synthesis Report'],2022-05-31,False,,UNFCCC.family.334.0,Constituted Body GST Synthesis Report: LEG synthesis report for the technical assessment component of the first global stocktake,constituted-body-gst-synthesis-report-leg-synthesis-report-for-the-technical-assessment-component-of-the-first-global-stocktake_51b3,,,,473,76
UNFCCC.non-party.565.0,Global Transport and Climate Change: Transport and Climate Change Global Status Report - 2nd edition from the Partnership on Sustainable Low Carbon Transport (SLoCaT),https://unfccc.int/sites/default/files/resource/202202251552---SLOCAT%20Transport%20and%20Climate%20Change%20Global%20Status%20Report_Global%20Overview.pdf,application/pdf,039efa0d67c572bf16699907f585f8d2,False,True,"['Partnership on Sustainable', 'Low Carbon Transport (SLOCAT)']",nan,['Report'],2022-04-01,False,,UNFCCC.family.565.0,Global Transport and Climate Change: Transport and Climate Change Global Status Report - 2nd edition from the Partnership on Sustainable Low Carbon Transport (SLoCaT),global-transport-and-climate-change-transport-and-climate-change-global-status-report-2nd-edition-from-the-partnership-on-sustainable-low-carbon-transport-slocat_a636,,,,144,12
UNFCCC.party.944.0,Niger First NDC (Updated submission),https://unfccc.int/sites/default/files/NDC/2022-06/CDN_Niger_R%C3%A9vis%C3%A9e_2021.pdf,application/pdf,c027de8fd2aad11dc1e558b17eb57436,True,True,['Niger'],NER,['Nationally Determined Contribution'],2021-12-13,True,,UNFCCC.family.944.0,Niger First NDC (Updated submission),niger-first-ndc-updated-submission_9d0d,,,,336,40
UNFCCC.party.100.0,Bahamas First NDC,https://unfccc.int/sites/default/files/NDC/2022-06/Bahamas_COP-22%20UNFCCC.pdf,application/pdf,6d64ae745440e52718c516c2fec25a91,False,True,"['Bahamas', 'The']",BHS,['Nationally Determined Contribution'],2016-10-31,True,,UNFCCC.family.100.0,Bahamas First NDC,bahamas-first-ndc_fa40,,,,56,12
UNFCCC.party.651.0,Ireland. 2021 National Inventory Report (NIR),https://unfccc.int/sites/default/files/resource/irl-2021-nir-13apr21_0.zip,,,True,False,['Ireland'],IRL,['National Inventory Report'],2021-04-13,True,,UNFCCC.family.651.0,Ireland. 2021 National Inventory Report (NIR),ireland-2021-national-inventory-report-nir_2bbc,,,,0,0
UNFCCC.party.751.0,Liechtenstein. 2022 National Inventory Report (NIR),https://unfccc.int/sites/default/files/resource/lie-2022-nir-14apr22.zip,,,True,False,['Liechtenstein'],LIE,['National Inventory Report'],2022-04-14,True,,UNFCCC.family.751.0,Liechtenstein. 2022 National Inventory Report (NIR),liechtenstein-2022-national-inventory-report-nir_7497,,,,0,0
UNFCCC.non-party.1347.0,Technical analysis of the first biennial update report of Tajikistan submitted on 18 July 2019. Summary report by the team of technical experts,https://unfccc.int/sites/default/files/resource/tasr2020_TJK.pdf,application/pdf,45adc0fc9e2774942a72decc20f6d609,False,True,['UNFCCC Secretariat'],nan,['Technical Analysis Summary Report'],2020-10-22,False,,UNFCCC.family.1347.0,Technical analysis of the first biennial update report of Tajikistan submitted on 18 July 2019. Summary report by the team of technical experts,technical-analysis-of-the-first-biennial-update-report-of-tajikistan-submitted-on-18-july-2019-summary-report-by-the-team-of-technical-experts_185f,,,,187,21
UNFCCC.party.1539.0,United States of America. Biennial Reports (BR). BR 1. National Communication (NC). NC 6 - Methodology I,https://unfccc.int/sites/default/files/resource/USA%204_methodologies_0.pdf,application/pdf,2a92a6c68672c62b2233a4cca5fe5233,False,True,['United States of America'],USA,"['National Communication', 'Biennial Report']",2014-01-01,True,,UNFCCC.family.1539.0,United States of America. Biennial Reports (BR). BR 1. National Communication (NC). NC 6.,united-states-of-america-biennial-reports-br-br-1-national-communication-nc-nc-6_ec97,,,,1030,117
UNFCCC.party.163.0,Brazil. Biennial update report (BUR). BUR4 - Technical Annex I,https://unfccc.int/sites/default/files/resource/BUR4%20-%20Amazon%20-%20Technical%20Annex_23fev2021.pdf,application/pdf,21ea4d5846f784e27b9e98c277e75eb0,False,True,['Brazil'],BRA,['Biennial Update Report'],2020-12-31,True,,UNFCCC.family.163.0,Brazil. Biennial update report (BUR). BUR4.,brazil-biennial-update-report-bur-bur4_dd17,,,,107,13
UNFCCC.party.632.0,India's Long-Term Low-Carbon Development Strategy,https://unfccc.int/sites/default/files/resource/India_LTLEDS.pdf,application/pdf,7489f24b6f5d58096efaf1448258a228,False,True,['India'],IND,['Long-Term Low-Emission Development Strategy'],2022-11-14,True,,UNFCCC.family.632.0,India's Long-Term Low-Carbon Development Strategy,india-s-long-term-low-carbon-development-strategy_8648,,,,873,121
UNFCCC.party.585.0,Guinea-Bissau First NDC (Archived),https://unfccc.int/sites/default/files/NDC/2022-06/GUINEA-BISSAU_INDC_Version%20to%20the%20UNFCCC%20%28eng%29.pdf,application/pdf,073f587120a48bc9dbc1d2d2a1dc2117,False,True,['Guinea-Bissau'],GNB,['Nationally Determined Contribution'],2018-10-22,True,,UNFCCC.family.585.0,Guinea-Bissau First NDC (Archived),guinea-bissau-first-ndc-archived_e34c,,,,81,12
UNFCCC.non-party.1324.0,Technical analysis of the first biennial update report of Belize submitted on 5 May 2021. Summary report by the team of technical experts,https://unfccc.int/sites/default/files/resource/tasr2021_BLZ.pdf,application/pdf,66a459bdde0bf8b673b70b0bb2742a83,False,True,['UNFCCC Secretariat'],nan,['Technical Analysis Summary Report'],2023-01-20,False,,UNFCCC.family.1324.0,Technical analysis of the first biennial update report of Belize submitted on 5 May 2021. Summary report by the team of technical experts,technical-analysis-of-the-first-biennial-update-report-of-belize-submitted-on-5-may-2021-summary-report-by-the-team-of-technical-experts_d39b,,,,189,23
UNFCCC.party.732.0,Lebanon First NDC (Updated submission),https://unfccc.int/sites/default/files/NDC/2022-06/Lebanon%27s%202020%20Nationally%20Determined%20Contribution%20Update.pdf,application/pdf,e00a11bf559a787c0c1ef1f3e4057cac,False,True,['Lebanon'],LBN,"['Nationally Determined Contribution', 'Adaptation Communication']",2021-03-16,True,,UNFCCC.family.732.0,Lebanon First NDC (Updated submission),lebanon-first-ndc-updated-submission_0bda,,,,117,28
UNFCCC.non-party.1193.0,Chapter 1: Framing and Context,https://www.ipcc.ch/site/assets/uploads/sites/2/2022/06/SR15_Chapter_1_HR.pdf,application/pdf,9848d21c2fea23a0a0e71288a49a89a1,False,True,['IPCC'],nan,['IPCC Report'],2018-10-01,False,,UNFCCC.family.1192.0,Special Report on Global Warming of 1.5 ºC,special-report-on-global-warming-of-1-5-oc_4bfd,,,,389,46
UNFCCC.party.827.0,Mexico. Biennial update report (BUR) BUR 2. National Communication (NC). NC6 - Annex,https://unfccc.int/sites/default/files/resource/mexico%20Erratum%20NC6%20BUR2.pdf,application/pdf,d6b320c671a23cd3ed60a5a7a8cc25e9,True,True,['Mexico'],MEX,"['National Communication', 'Biennial Update Report']",2018-11-28,True,,UNFCCC.family.825.0,Mexico. Biennial update report (BUR) BUR 2. National Communication (NC). NC6.,mexico-biennial-update-report-bur-bur-2-national-communication-nc-nc6_5f93,,,,4,2
UNFCCC.non-party.257.0,Climate Action Pathway: Transport. Action Table,https://unfccc.int/sites/default/files/resource/Transport_ActionTable_2.1.pdf,application/pdf,564ecee05c11483bc47bd45ca34a4edb,False,True,['Marrakech Partnership'],nan,['Publication'],2021-06-29,False,,UNFCCC.family.257.0,Climate Action Pathway: Transport. Action Table,climate-action-pathway-transport-action-table_d900,,,,609,72
UNFCCC.party.927.0,New Zealand. 2021 National Inventory Report (NIR),https://unfccc.int/sites/default/files/resource/nzl-2021-nir-15apr21.zip,,,True,False,['New Zealand'],NZL,['National Inventory Report'],2021-04-15,True,,UNFCCC.family.927.0,New Zealand. 2021 National Inventory Report (NIR),new-zealand-2021-national-inventory-report-nir_b374,,,,0,0
UNFCCC.non-party.1259.0,Submission of information to the 1st Global Stocktake: Data products from prototype systems of the EU-funded CoCO2 project,https://unfccc.int/sites/default/files/resource/202302021641---CoCO2_Leaflet4GST_submission%20%281%29.pdf,application/pdf,6c17b5e8941da671b772d6efe88bf024,False,True,['European Centre for Medium-Range Weather Forecasts (ECMWF)'],nan,['Submission to the Global Stocktake'],2023-02-16,False,,UNFCCC.family.1259.0,Submission of information to the 1st Global Stocktake: Data products from prototype systems of the EU-funded CoCO2 project,submission-of-information-to-the-1st-global-stocktake-data-products-from-prototype-systems-of-the-eu-funded-coco2-project_7634,,,,243,23
UNFCCC.party.1544.0,United States of America's Adaptation communication,https://unfccc.int/sites/default/files/resource/USA%20Full%20Adaptation%20Communication%202021.11.2%209am_.pdf,application/pdf,eba148355c829510e943225bedb8043b,False,True,['United States of America'],USA,['Adaptation Communication'],2021-11-01,True,,UNFCCC.family.1544.0,United States of America's Adaptation communication,united-states-of-america-s-adaptation-communication_d5c5,,,,170,25
UNFCCC.party.1215.0,State of Palestine First NDC (Archived),https://unfccc.int/sites/default/files/NDC/2022-06/NDC_State%20of%20Palestine_Arabic.pdf,application/pdf,927298af1756f54cf3259de3708de6d2,True,True,['Palestine'],PSE,['Nationally Determined Contribution'],2017-08-21,True,,UNFCCC.family.1215.0,State of Palestine First NDC (Archived),state-of-palestine-first-ndc-archived_c785,,,,109,34
