document_id,document_name,document_source_url,document_content_type,document_md5_sum,translated,has_valid_text,author,geography_iso,types,date,author_is_party,collection_id,family_id,family_name,family_slug,role,variant,status,num_text_blocks,num_pages
UNFCCC.party.556.0,Ghana's Adaptation communication,https://unfccc.int/sites/default/files/resource/Ghana_AdCom%20to%20the%20UNFCCC_November%202021_Final%20with%20foreword.pdf,application/pdf,ea6a5884d38f5b53995cfd807350141f,False,True,['Ghana'],GHA,['Adaptation Communication'],2021-11-04,True,,UNFCCC.family.556.0,Ghana's Adaptation communication,ghana-s-adaptation-communication_d2f1,,,,386,54
UNFCCC.party.207.0,Canada. 2021 National Inventory Report (NIR),https://unfccc.int/sites/default/files/resource/can-2021-nir-12apr21.zip,,,True,False,['Canada'],CAN,['National Inventory Report'],2021-04-12,True,,UNFCCC.family.207.0,Canada. 2021 National Inventory Report (NIR),canada-2021-national-inventory-report-nir_6ba7,,,,0,0
UNFCCC.non-party.284.0,Annex II: Glossary,https://www.ipcc.ch/report/ar6/wg2/downloads/report/IPCC_AR6_WGII_Annex-II.pdf,application/pdf,e1034499b705bc7441f26acc0efb4b3a,False,True,['IPCC'],nan,['IPCC Report'],2022-02-01,False,,UNFCCC.family.283.0,"Climate Change 2022: Impacts, Adaptation and Vulnerability",climate-change-2022-impacts-adaptation-and-vulnerability_1f01,,,,981,34
UNFCCC.party.1597.0,Zambia. Biennial update report (BUR). BUR 1.,https://unfccc.int/sites/default/files/resource/First%20Biennial%20Update%20Report%20-%20Zambia.zip,,,True,False,['Zambia'],ZMB,['Biennial Update Report'],2020-12-07,True,,UNFCCC.family.1597.0,Zambia. Biennial update report (BUR). BUR 1.,zambia-biennial-update-report-bur-bur-1_71d9,,,,0,0
UNFCCC.party.1071.0,Romania. National Communication (NC). NC 7 - Annex I,https://unfccc.int/sites/default/files/resource/0587134_Romania-NC7-1-Annex%203.3_NC7.pdf,application/pdf,1d8215e21abe73580c78009395ebacca,False,True,['Romania'],ROU,['National Communication'],2017-12-27,True,,UNFCCC.family.1071.0,Romania. National Communication (NC). NC 7.,romania-national-communication-nc-nc-7_2f4d,,,,11,1
UNFCCC.party.1497.0,Uganda First NDC (Archived),https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20Uganda%20final%20%2014%20October%20%202015.pdf,application/pdf,b56410d379b466d2aff1e1381807bbea,False,True,['Uganda'],UGA,['Nationally Determined Contribution'],2016-09-21,True,,UNFCCC.family.1497.0,Uganda First NDC (Archived),uganda-first-ndc-archived_19cf,,,,134,18
UNFCCC.party.73.0,Armenia. National communication (NC). NC 4.,https://unfccc.int/sites/default/files/resource/NC4_Armenia_.pdf,application/pdf,7a45f1167d091de825f4cd6d5964e4ef,False,True,['Armenia'],ARM,['National Communication'],2020-05-17,True,,UNFCCC.family.73.0,Armenia. National communication (NC). NC 4.,armenia-national-communication-nc-nc-4_4f4b,,,,2181,216
UNFCCC.party.1171.0,South Sudan Second NDC,https://unfccc.int/sites/default/files/NDC/2022-06/South%20Sudan%27s%20Second%20Nationally%20Determined%20Contribution.pdf,application/pdf,4cda13e12af4bf1e5a34a843ccca668a,False,True,['South Sudan'],SSD,['Nationally Determined Contribution'],2021-09-21,True,,UNFCCC.family.1171.0,South Sudan Second NDC,south-sudan-second-ndc_4761,,,,1141,168
UNFCCC.party.989.0,Pakistan. National communication (NC). NC 2.,https://unfccc.int/sites/default/files/resource/183625_Pakistan-NC2-1-Pakistan%20-%20Second%20National%20Communication%20on%20Climate%20Change%202018.pdf,application/pdf,3b49cba8e25a744e31767b671dda4447,False,True,['Pakistan'],PAK,['National Communication'],2019-08-09,True,,UNFCCC.family.989.0,Pakistan. National communication (NC). NC 2.,pakistan-national-communication-nc-nc-2_23bf,,,,2309,238
UNFCCC.non-party.2.0,"(Joint) Submission to the first Global Stocktake Satellite-based map of global mangrove extent and changes: Global Mangrove Watch (GMW): The Japan Aerospace Exploration Agency (JAXA), the Institute for the Global Environmental Strategies (IGES), Aberystwyth University, solo Earth Observation (soloEO), Wetlands International and The Nature Conservancy",https://unfccc.int/sites/default/files/resource/202202281504---RPT%202022-02-23%20EMU%20GST-TA%20OPEC%20Submission%20on%20RM_0.pdf,application/pdf,96bef0161b9a321177bb1efcfb830200,False,True,"['Nature Conservancy (TNC)', 'Institute for Global Environmental Strategies (IGES)', 'Wetlands International', 'Japan Aerospace Exploration Agency (JAXA)', 'Aberystwyth University', 'solo Earth Observation (soloEO)']",nan,['Submission to the Global Stocktake'],2022-04-13,False,,UNFCCC.family.2.0,"(Joint) Submission to the first Global Stocktake Satellite-based map of global mangrove extent and changes: Global Mangrove Watch (GMW): The Japan Aerospace Exploration Agency (JAXA), the Institute for the Global Environmental Strategies (IGES), Aberystwyth University, solo Earth Observation (soloEO), Wetlands International and The Nature Conservancy",joint-submission-to-the-first-global-stocktake-satellite-based-map-of-global-mangrove-extent-and-changes-global-mangrove-watch-gmw-the-japan-aerospace-exploration-agency-jaxa-the-institute-for-the-global-environmental-strategies-iges-aberystwyth-university-solo-earth-observation-soloeo-wetlands-international-and-the-nature-conservancy_d4de,,,,41,4
UNFCCC.party.448.0,EU First NDC (Updated submission),https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,application/pdf,e08c604e30321eab99b4ca9fe0d3915a,False,True,['European Union'],EUR,['Nationally Determined Contribution'],2020-12-18,True,,UNFCCC.family.448.0,EU First NDC (Updated submission),eu-first-ndc-updated-submission_e09b,,,,185,19
UNFCCC.party.1012.0,Paraguay. National Communication (NC). NC 3.,https://unfccc.int/sites/default/files/resource/NC3%20PARAGUAY.pdf,application/pdf,80d9213a7ececac44fcddf7e93368a19,True,True,['Paraguay'],PRY,['National Communication'],2017-09-15,True,,UNFCCC.family.1011.0,Paraguay. National Communication (NC). NC 3.,paraguay-national-communication-nc-nc-3_a213,,,,4654,532
UNFCCC.party.1743.0,Malta's 5th Biennial Report,https://unfccc.int/sites/default/files/resource/BR5_Malta_V4_resubmission_Final.pdf,application/pdf,,False,True,['Malta'],MLT,['Biennial Report'],2023-06-10,True,,nan,Malta. Biennial Reports (BR). BR 5.,nan,,,,1796,243
UNFCCC.party.1112.0,Saudi Arabia. National Communication (NC). NC 4.,https://unfccc.int/sites/default/files/resource/7123846_Saudi%20Arabia-NC4-1-Fourth%20National%20Communication%20NC4%20Kingdom%20of%20Saudi%20Arabia%20March%202022.pdf,application/pdf,3253bae33df735effdc19fd32d268a82,False,True,['Saudi Arabia'],SAU,['National Communication'],2022-03-31,True,,UNFCCC.family.1112.0,Saudi Arabia. National Communication (NC). NC 4.,saudi-arabia-national-communication-nc-nc-4_5788,,,,2104,314
UNFCCC.party.548.0,Germany. Biennial Reports (BR). BR 3. National Communication (NC). NC 7 - Annex,https://unfccc.int/sites/default/files/resource/65021783_Germany-BR3-1-171114_5th_National_Report_on_Climate_Observing_Systems_in_Germany.pdf,application/pdf,a6570fc198e128811574753e33dde767,False,True,['Germany'],DEU,"['National Communication', 'Biennial Report']",2017-12-20,True,,UNFCCC.family.547.0,Germany. Biennial Reports (BR). BR 3. National Communication (NC). NC 7.,germany-biennial-reports-br-br-3-national-communication-nc-nc-7_6257,,,,398,50
UNFCCC.party.219.0,Canada’s Fast-Start Financing: Delivering on Our Copenhagen Commitment,http://unfccc.int/files/cooperation_support/financial_mechanism/fast_start_finance/application/pdf/1190_canada_fast-start_financing_e.pdf,application/pdf,7d8b5928f8ef7363af729553772efc3b,False,True,['Canada'],CAN,['Fast-Start Finance Report'],2013-05-01,True,,UNFCCC.family.219.0,Canada’s Fast-Start Financing: Delivering on Our Copenhagen Commitment,canadas-fast-start-financing-delivering-on-our-copenhagen-commitment_81fe,,,,154,20
UNFCCC.party.10.0,African Group Submission for the Second Technical Dialogue of the Global Stocktake,https://unfccc.int/sites/default/files/resource/202211072228---AGN%20Submission%20on%20GST%20.pdf,application/pdf,712c9a679d23d0895067f9f901e38abd,False,True,['African Group Submission for the Second Technical Dialogue of the Global Stocktake'],XAB,['Submission to the Global Stocktake'],2022-11-30,True,,UNFCCC.family.10.0,African Group Submission for the Second Technical Dialogue of the Global Stocktake,african-group-submission-for-the-second-technical-dialogue-of-the-global-stocktake_46d0,,,,41,6
UNFCCC.party.997.0,Panama. Biennial update report (BUR). BUR2.,https://unfccc.int/sites/default/files/resource/2IBA_vf_HI-RES.pdf,application/pdf,fa07a99c91abead06c17a817bd31ae1a,True,True,['Panama'],PAN,['Biennial Update Report'],2021-03-27,True,,UNFCCC.family.997.0,Panama. Biennial update report (BUR). BUR2.,panama-biennial-update-report-bur-bur2_d1f2,,,,2239,214
UNFCCC.party.435.0,Eswatini First NDC (Updated submission),https://unfccc.int/sites/default/files/NDC/2022-06/Eswatini%27s%20Revised%20NDC%2012%20Oct%202021.docx,application/pdf,381e5f7482570cc24915755dfdc5d15b,True,True,['Eswatini'],SWZ,['Nationally Determined Contribution'],2021-10-12,True,,UNFCCC.family.435.0,Eswatini First NDC (Updated submission),eswatini-first-ndc-updated-submission_f066,,,,0,0
UNFCCC.party.682.0,"Japan’s Fast-Start Finance for Developing Countries up to 2012 (As of 29 February, 2012)",http://unfccc.int/files/cooperation_support/financial_mechanism/fast_start_finance/application/pdf/japan_fsf(feb_2012).pdf,application/pdf,10a78f0e709da103cc8ee46f20c40b2b,False,True,['Japan'],JPN,['Fast-Start Finance Report'],2012-05-01,True,,UNFCCC.family.682.0,"Japan’s Fast-Start Finance for Developing Countries up to 2012 (As of 29 February, 2012)",japans-fast-start-finance-for-developing-countries-up-to-2012-as-of-29-february-2012_5cce,,,,221,10
UNFCCC.non-party.1394.0,Technical analysis of the third biennial update report of Lebanon submitted on 13 October 2019. Summary report by the team of technical experts,https://unfccc.int/sites/default/files/resource/tasr2020_LBN.pdf,application/pdf,5edba59dff21a4e5fb64738e462b7595,False,True,['UNFCCC Secretariat'],nan,['Technical Analysis Summary Report'],2020-10-07,False,,UNFCCC.family.1394.0,Technical analysis of the third biennial update report of Lebanon submitted on 13 October 2019. Summary report by the team of technical experts,technical-analysis-of-the-third-biennial-update-report-of-lebanon-submitted-on-13-october-2019-summary-report-by-the-team-of-technical-experts_049f,,,,172,23
UNFCCC.party.535.0,Gabon. National Communication (NC). NC 3.,https://unfccc.int/sites/default/files/resource/TROISIEME%20COMMUNICATION%20NATIONALE%20DU%20GABON%20SUR%20LES%20CC.pdf,application/pdf,504d515430df203defe66c49b42757ff,True,True,['Gabon'],GAB,['National Communication'],2022-02-10,True,,UNFCCC.family.535.0,Gabon. National Communication (NC). NC 3.,gabon-national-communication-nc-nc-3_8c64,,,,1038,174
UNFCCC.party.1489.0,Turkey. National Communication (NC). NC 7.,https://unfccc.int/sites/default/files/resource/14936285_Turkey-NC7-2-Seventh%20National%20Communication%20of%20Turkey.pdf,application/pdf,7ba1beafd3c50c2dce1585de042d8f0c,False,True,['Türkiye'],TUR,['National Communication'],2019-08-27,True,,UNFCCC.family.1489.0,Turkey. National Communication (NC). NC 7.,turkey-national-communication-nc-nc-7_7e0b,,,,2391,137
UNFCCC.party.782.0,Malaysia. Biennial update report (BUR). BUR 2. National Communication (NC). NC 3.,https://unfccc.int/sites/default/files/resource/Malaysia%20NC3%20BUR2_final%20high%20res.pdf,application/pdf,55b6be63ad9959cb6b80dc07db2b81d6,False,True,['Malaysia'],MYS,"['National Communication', 'Biennial Update Report']",2018-09-27,True,,UNFCCC.family.782.0,Malaysia. Biennial update report (BUR). BUR 2. National Communication (NC). NC 3.,malaysia-biennial-update-report-bur-bur-2-national-communication-nc-nc-3_ecad,,,,2252,387
UNFCCC.non-party.1672.0,Submission to the UNFCCC First Global Stocktake - World Benchmarking Alliance and Climate Chance,https://unfccc.int/sites/default/files/resource/Climate%20Chance%20and%20WBA%20submission%20to%20the%20GST%20%281%29.pdf,application/pdf,22f9973b90156df693ba268e716dc9c7,False,True,['World Benchmarking Alliance and Climate Chance'],nan,['Submission to the Global Stocktake'],2023-03-27,False,,UNFCCC.family.1672.0,Submission to the UNFCCC First Global Stocktake - World Benchmarking Alliance and Climate Chance,submission-to-the-unfccc-first-global-stocktake-world-benchmarking-alliance-and-climate-chance_e115,,,,76,9
UNFCCC.non-party.1590.0,Yearbook of Global Climate Action 2021: Marrakech Partnership for Global Climate Action,https://unfccc.int/sites/default/files/resource/Yearbook_GCA_2021.pdf,application/pdf,5086f654562ea0d94bf005c23c0383b3,False,True,['UNFCCC Secretariat'],nan,['Publication'],2021-11-11,False,,UNFCCC.family.1590.0,Yearbook of Global Climate Action 2021: Marrakech Partnership for Global Climate Action,yearbook-of-global-climate-action-2021-marrakech-partnership-for-global-climate-action_0add,,,,583,72
UNFCCC.party.186.0,Burundi. National communication (NC). NC 3.,https://unfccc.int/sites/default/files/resource/Burundi%20TNC_FINAL.pdf,application/pdf,e2c2beba41b3399d74818a59a1eca367,True,True,['Burundi'],BDI,['National Communication'],2019-10-31,True,,UNFCCC.family.185.0,Burundi. National communication (NC). NC 3.,burundi-national-communication-nc-nc-3_5be7,,,,1588,189
UNFCCC.non-party.1727.0,World Health Organization and Lancet Countdown Submission to the third meeting of the technical dialogue of the global stocktake (TD 1.3),https://unfccc.int/sites/default/files/resource/202303061653---Technical%20Submission%20to%20the%20GST%20-%20March%202023%20-%2006.03.23.pdf,application/pdf,cb7388112d9c7fbe7d8832cfe0644440,False,True,"['World Health Organization (WHO)', 'Lancet Countdown']",nan,['Submission to the Global Stocktake'],2023-03-08,False,,UNFCCC.family.1727.0,World Health Organization and Lancet Countdown Submission to the third meeting of the technical dialogue of the global stocktake (TD 1.3),world-health-organization-and-lancet-countdown-submission-to-the-third-meeting-of-the-technical-dialogue-of-the-global-stocktake-td-1-3_bbd5,,,,82,20
UNFCCC.party.231.0,Chile First NDC (Archived),https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20Chile%20english%20version.pdf,application/pdf,b66f95eed9ec88c26c08541d381c8f21,False,True,['Chile'],CHL,['Nationally Determined Contribution'],2017-02-10,True,,UNFCCC.family.231.0,Chile First NDC (Archived),chile-first-ndc-archived_6602,,,,205,34
UNFCCC.party.560.0,Global Stocktake Submission by Iceland (August 2022),https://unfccc.int/sites/default/files/resource/202208051155---Global_Stocktake_Submission_Iceland_August_2022%20%281%29.pdf,application/pdf,c5b8449da5bac9d5e8338d62db9171be,False,True,['Iceland'],ISL,['Submission to the Global Stocktake'],2022-08-10,True,,UNFCCC.family.559.0,Global Stocktake Submission by Iceland,global-stocktake-submission-by-iceland_ac01,,,,25,2
UNFCCC.non-party.1627.0,Submission to the Global Stocktake: By the University of Ankara,https://unfccc.int/sites/default/files/resource/202303101159---Submissions%20for%20GST.signed.pdf,application/pdf,fb31817feb0db7962269b64ef9681a43,False,True,['University of Ankara'],nan,['Submission to the Global Stocktake'],2023-03-14,False,,UNFCCC.family.1627.0,Submission to the Global Stocktake: By the University of Ankara,submission-to-the-global-stocktake-by-the-university-of-ankara_6962,,,,14,7
UNFCCC.party.1147.0,Slovakia. National Communication (NC). NC 8. Biennial Reports (BR). BR 5.,https://unfccc.int/sites/default/files/resource/SVK_8NC_5BR.pdf,application/pdf,27233c8f06e173384e85c3e6345f6f76,False,True,['Slovakia'],SVK,"['National Communication', 'Biennial Report']",2023-02-06,True,,UNFCCC.family.1147.0,Slovakia. National Communication (NC). NC 8. Biennial Reports (BR). BR 5.,slovakia-national-communication-nc-nc-8-biennial-reports-br-br-5_12e7,,,,2796,327
UNFCCC.party.1293.0,Sweden's Adaptation communication,https://unfccc.int/sites/default/files/ACR/2022-11/ADCOM_Sweden_November_221114.pdf,application/pdf,cefda1ab589fbb284dbf8047453db56e,False,True,['Sweden'],SWE,['Adaptation Communication'],2022-11-15,True,,UNFCCC.family.1293.0,Sweden's Adaptation communication,sweden-s-adaptation-communication_0e64,,,,465,55
UNFCCC.party.198.0,Cambodia. National Communication (NC). NC 2.,https://unfccc.int/sites/default/files/resource/khmnc2.pdf,application/pdf,e20c0916bb27c198123b79b124ec8ecb,False,True,['Cambodia'],KHM,['National Communication'],2016-01-13,True,,UNFCCC.family.198.0,Cambodia. National Communication (NC). NC 2.,cambodia-national-communication-nc-nc-2_3de2,,,,1015,115
UNFCCC.party.1024.0,Poland. Biennial Reports (BR). BR 3. National Communication (NC). NC 7.,https://unfccc.int/sites/default/files/resource/8193245_Poland-BR3-NC7-1-NC7-BR3%20Poland.pdf,application/pdf,80b91fcf49b0e144cdd9b9223311d9b3,False,True,['Poland'],POL,"['National Communication', 'Biennial Report']",2017-12-29,True,,UNFCCC.family.1024.0,Poland. Biennial Reports (BR). BR 3. National Communication (NC). NC 7.,poland-biennial-reports-br-br-3-national-communication-nc-nc-7_a721,,,,2140,281
UNFCCC.party.26.0,Andorra First NDC (Archived),https://unfccc.int/sites/default/files/NDC/2022-06/Andorra%20INDC-CPDN.pdf,application/pdf,4a806cf9be7883f202bcae037eb4dd7c,True,True,['Andorra'],AND,['Nationally Determined Contribution'],2017-03-24,True,,UNFCCC.family.26.0,Andorra First NDC (Archived),andorra-first-ndc-archived_b673,,,,73,6
UNFCCC.party.1124.0,Senegal. National Communication (NC). NC 3.,https://unfccc.int/sites/default/files/resource/Sennc3.pdf,application/pdf,a05872ed63be02e6feb7d4a434f6c5b7,True,True,['Senegal'],SEN,['National Communication'],2016-01-08,True,,UNFCCC.family.1124.0,Senegal. National Communication (NC). NC 3.,senegal-national-communication-nc-nc-3_8ae8,,,,2052,204
UNFCCC.non-party.1744.0,Political declaration of the high-level meeting on the midterm review of the Sendai Framework for Disaster Risk Reduction 2015–2030,https://unfccc.int/sites/default/files/GST/2023-06/A-RES-77-289%20-%20Political%20Declaration%20-%20Midterm%20Review%20Sendai%20Framework.pdf,application/pdf,,False,True,['United Nations Office for Disaster Risk Reduction (UNDRR)'],nan,['Submission to the Global Stocktake'],2023-06-20,False,,nan,Political declaration of the high-level meeting on the midterm review of the Sendai Framework for Disaster Risk Reduction 2015–2030,nan,,,,121,10
UNFCCC.party.1059.0,Republic Of Moldova. Biennial update report (BUR). BUR 2.,https://unfccc.int/sites/default/files/resource/Moldova_BUR2_EN_web_27.12.2018_0.pdf,application/pdf,df05619fad0cec1093bfef465b7f2cbe,False,True,['Moldova'],MDA,['Biennial Update Report'],2018-12-27,True,,UNFCCC.family.1059.0,Republic Of Moldova. Biennial update report (BUR). BUR 2.,republic-of-moldova-biennial-update-report-bur-bur-2_d48e,,,,2858,222
UNFCCC.party.352.0,Costa Rica. National communication (NC). NC 4.,https://unfccc.int/sites/default/files/resource/CuartaComunicacionCC202_Costa%20Rica.pdf,application/pdf,d226d1f55b5fb874c88fec8a82f3ea37,True,True,['Costa Rica'],CRI,['National Communication'],2021-12-16,True,,UNFCCC.family.352.0,Costa Rica. National communication (NC). NC 4.,costa-rica-national-communication-nc-nc-4_7c74,,,,2804,285
UNFCCC.non-party.1644.0,Submission to the GST: Adaptation Research Alliance (ARA) & Climate and Development Knowledge Network (CDKN),https://unfccc.int/sites/default/files/resource/202303071454---Submission_UNFCCC%20Global%20Stocktake%20S.pdf,application/pdf,d8864a6d4d74f0cb0ca3968a7395ce05,False,True,"['SouthSouthNorth (SSN)', 'Adaptation Research Alliance (ARA)']",nan,['Submission to the Global Stocktake'],2023-03-09,False,,UNFCCC.family.1644.0,Submission to the GST: Adaptation Research Alliance (ARA) & Climate and Development Knowledge Network (CDKN),submission-to-the-gst-adaptation-research-alliance-ara-climate-and-development-knowledge-network-cdkn_01bf,,,,6,1
UNFCCC.non-party.1115.0,"Second Submission Of The High-Level Champions To The Global Stocktake, ahead of the 2nd meeting of the Technical Dialogue (TD1.2)",https://unfccc.int/sites/default/files/resource/202208081009---20220805%20HLCs%20Updated%20submission_TD1-2.pdf,application/pdf,a6c86c4fec726301d97367554a3e056a,False,True,['High-Level Champions for Climate Action'],nan,['Submission to the Global Stocktake'],2022-08-08,False,,UNFCCC.family.1115.0,"Second Submission Of The High-Level Champions To The Global Stocktake, ahead of the 2nd meeting of the Technical Dialogue (TD1.2)",second-submission-of-the-high-level-champions-to-the-global-stocktake-ahead-of-the-2nd-meeting-of-the-technical-dialogue-td1-2_e905,,,,214,23
UNFCCC.party.503.0,Finland. Biennial report (BR). BR 4,https://unfccc.int/sites/default/files/resource/FI_BR4_TK_2019-12-19.pdf,application/pdf,48a3624e983c0e90fe8aee6f9d299816,False,True,['Finland'],FIN,['Biennial Report'],2019-12-20,True,,UNFCCC.family.503.0,Finland. Biennial report (BR). BR 4,finland-biennial-report-br-br-4_05d9,,,,841,100
UNFCCC.party.1159.0,Somalia's Updated NDC,https://unfccc.int/sites/default/files/NDC/2022-06/Final%20Updated%20NDC%20for%20Somalia%202021.pdf,application/pdf,3a60ae822580a83ab04915cc1c27fcbd,False,True,['Somalia'],SOM,"['Nationally Determined Contribution', 'National Communication']",2022-09-07,True,,UNFCCC.family.1159.0,Somalia's Updated NDC,somalia-s-updated-ndc_8ef8,,,,82,16
UNFCCC.non-party.480.0,Facilitative sharing of views record - BUR3 Singapore,https://unfccc.int/sites/default/files/resource/FSVR3_SGP.pdf,application/pdf,7556dafa296f9b0ba4903e7598443eaf,False,True,['UNFCCC Secretariat'],nan,['Facilitative Sharing of Views Report'],2021-04-09,False,,UNFCCC.family.480.0,Facilitative sharing of views record - BUR3 Singapore,facilitative-sharing-of-views-record-bur3-singapore_5036,,,,37,4
UNFCCC.non-party.646.0,International Cryosphere Climate Initiative (ICCI): Submission to the First Global Stocktake,https://unfccc.int/sites/default/files/resource/First%20Submission%20ICCI.pdf,application/pdf,617943c71f5de963d2cd6c73c097c111,False,True,['International Cryosphere Climate Initiative (ICCI)'],nan,['Submission to the Global Stocktake'],2022-05-02,False,,UNFCCC.family.646.0,International Cryosphere Climate Initiative (ICCI): Submission to the First Global Stocktake,international-cryosphere-climate-initiative-icci-submission-to-the-first-global-stocktake_a8d3,,,,33,3
UNFCCC.non-party.1635.0,University of Exeter - National land use change: Carbon emissions,https://unfccc.int/sites/default/files/resource/202303061935---National_LandUseChange_Carbon_Emissions_2022v1.0.xlsx,,,False,False,['University of Exeter'],nan,['Submission to the Global Stocktake'],2023-03-07,False,,UNFCCC.family.1635.0,University of Exeter - National land use change: Carbon emissions,university-of-exeter-national-land-use-change-carbon-emissions_782b,,,,0,0
UNFCCC.party.572.0,Grenada First NDC (Archived),https://unfccc.int/sites/default/files/NDC/2022-06/Grenada%20INDC.pdf,application/pdf,27b7ffeba6e498be4376b75c20e55d4d,False,True,['Grenada'],GRD,['Nationally Determined Contribution'],2016-04-22,True,,UNFCCC.family.572.0,Grenada First NDC (Archived),grenada-first-ndc-archived_4a8e,,,,75,11
UNFCCC.party.223.0,Central African Republic First NDC (Archived),https://unfccc.int/sites/default/files/NDC/2022-06/INDC_R%C3%A9publique%20Centrafricaine_EN.pdf,application/pdf,a1e116d054f38915389586386ab18abf,False,True,['Central African Republic'],CAF,['Nationally Determined Contribution'],2016-10-11,True,,UNFCCC.family.223.0,Central African Republic First NDC (Archived),central-african-republic-first-ndc-archived_34c1,,,,127,15
UNFCCC.non-party.1064.0,Resilience Pathway Vision And Summary,https://unfccc.int/sites/default/files/resource/Resilience_Vision%26Summary.pdf,application/pdf,c06d91c81ec9e76cc71e2f423585f42e,False,True,['Marrakech Partnership'],nan,['Publication'],2021-11-09,False,,UNFCCC.family.1064.0,Resilience Pathway Vision And Summary,resilience-pathway-vision-and-summary_b4c0,,,,148,11
UNFCCC.party.194.0,Cambodia. Biennial update report (BUR). BUR 1 - Technical Annex I,https://unfccc.int/sites/default/files/resource/FBUR_Cambodia.pdf,application/pdf,22ef731a98537d2a983ac42f5cc343b6,False,True,['Cambodia'],KHM,['Biennial Update Report'],2020-08-13,True,,UNFCCC.family.194.0,Cambodia. Biennial update report (BUR). BUR 1.,cambodia-biennial-update-report-bur-bur-1_40c1,,,,1706,207
UNFCCC.party.1028.0,Portugal. Biennial report (BR). BR 4,https://unfccc.int/sites/default/files/resource/200401_PT_4BR_final.pdf,application/pdf,316db1b7ddea5ff85eb9ad51040d46e6,False,True,['Portugal'],PRT,['Biennial Report'],2020-04-01,True,,UNFCCC.family.1028.0,Portugal. Biennial report (BR). BR 4,portugal-biennial-report-br-br-4_0082,,,,730,70
UNFCCC.non-party.1582.0,Voces de América Latina y el Caribe sobre Acción Climática en el Transporte,https://unfccc.int/sites/default/files/resource/202212201028---Voces%20de%20LAC%20sobre%20accio%CC%81n%20clima%CC%81tica%20en%20el%20transporte.pdf,application/pdf,9d05d240d2b495ac07ac801e5a256c59,True,True,"['Partnership on Sustainable', 'Low Carbon Transport (SLOCAT)']",nan,['Submission to the Global Stocktake'],2023-01-17,False,,UNFCCC.family.1582.0,Voces de América Latina y el Caribe sobre Acción Climática en el Transporte,voces-de-america-latina-y-el-caribe-sobre-accion-climatica-en-el-transporte_6233,,,,13,1
UNFCCC.non-party.1119.0,"Secretariat GST synthesis report: Synthesis report for the technical assessment component of the first global stocktake: Synthesis report on finance flows, including the information referred to in Article 2, paragraph 1(c), and means of implementation and support and mobilization and provision of support, including the information referred to in Article 9, paragraphs 4 and 6, Article 10, paragraph 6, Article 11, paragraph 3, and Article 13, in particular paragraphs 9 and 10, of the Paris Agreement",https://unfccc.int/sites/default/files/resource/GST_SR_23d_MOI.pdf,application/pdf,a858c2dc8507939d2c00e5062107b5ac,False,True,['UNFCCC Secretariat'],nan,['Synthesis Report'],2022-04-20,False,,UNFCCC.family.1119.0,"Secretariat GST synthesis report: Synthesis report for the technical assessment component of the first global stocktake: Synthesis report on finance flows, including the information referred to in Article 2, paragraph 1(c), and means of implementation and support and mobilization and provision of support, including the information referred to in Article 9, paragraphs 4 and 6, Article 10, paragraph 6, Article 11, paragraph 3, and Article 13, in particular paragraphs 9 and 10, of the Paris Agreement",secretariat-gst-synthesis-report-synthesis-report-for-the-technical-assessment-component-of-the-first-global-stocktake-synthesis-report-on-finance-flows-including-the-information-referred-to-in-article-2-paragraph-1-c-and-means-of-implementation-and-support-and-mobilization-and-provision-of-support-including-the-information-referred-to-in-article-9-paragraphs-4-and-6-article-10-paragraph-6-article-11-paragraph-3-and-article-13-in-particular-paragraphs-9-and-10-of-the-paris-agreement_a037,,,,725,84
UNFCCC.party.57.0,Argentina First NDC (Archived),https://unfccc.int/sites/default/files/17112016%20NDC%20Revisada%202016.pdf,application/pdf,c5a597a25dfd0c851c9968a53cdb95ad,True,True,['Argentina'],ARG,['Nationally Determined Contribution'],2016-11-17,True,,UNFCCC.family.57.0,Argentina First NDC (Archived),argentina-first-ndc-archived_ea61,,,,96,11
UNFCCC.non-party.1648.0,Submission to the technical phase of the Global Stocktake 2021-2023 Performance distributions to assess collective progress in reducing greenhouse gas emissions - New Climate Institute for Climate Policy and Global Sustainability,https://unfccc.int/sites/default/files/resource/202303031643---032023_NewClimateInstitute_PerformanceDistributions.pdf,application/pdf,5abb0aef9e2dec9c9633c5ff4e5f046e,False,True,['New Climate Institute for Climate Policy and Global Sustainability'],nan,['Submission to the Global Stocktake'],2023-03-08,False,,UNFCCC.family.1648.0,Submission to the technical phase of the Global Stocktake 2021-2023 Performance distributions to assess collective progress in reducing greenhouse gas emissions - New Climate Institute for Climate Policy and Global Sustainability,submission-to-the-technical-phase-of-the-global-stocktake-2021-2023-performance-distributions-to-assess-collective-progress-in-reducing-greenhouse-gas-emissions-new-climate-institute-for-climate-policy-and-global-sustainability_ff10,,,,215,22
